Name,Review,Date
Mr J Parchment,"Delivery driver didn't deliver pizza, and now they're trying to not give me a refund. I have security cameras that proves that your thieving Delivery driver didn't attend my address!!!! I am trying to find a human being to talk to??? No customer service center, just muppets on the end of an email!!|Useful1|Share",12-Mar-23
Anonymouse,Visited Cribbs Causeway with my daughter today who fancied a pizza hut. I didn’t but she didn’t want to eat alone so I ordered the light 500cal goats cheese pizza and salad. Everything on the salad bar was so fresh and the pizza was delicious. Probably one of the best light pizzas ever! Staff were lovely.my daughter has a nut allergy and they were very thorough. Shame prepayment is required because they missed out on a tip! I would never tip without having the experience first. I think it’s unfair to them and they must miss a lot of tips because of this decision.|Useful|Share,10-Mar-23
Ally,Love this food.  Order online often and always ready very fast.  Thank you for great service at our location!!|Useful|Share,8-Mar-23
gabriel mereuta,"Ordered at 18:16 for a 19:15 delivery on the 14th of March but they arrived at 19:50 with cold pizza.Could not get to any arrangement with Rayners Lane Hut and got in touch with customer service asking for a refund.The reply was that they will give me a £10 voucher for my next order but it has to be used on a full price menu(if you use the saving bot it’s a lot cheaper).Totally unacceptable.Got 2 cold pizza’s and a £10 voucher that are useless.Thank you very much Pizza Hut,i will NOT see you next time.|Useful|Share",5-Mar-23
Simone B Crow,Useful|Share,4-Mar-23
Jon Wray,Useful|Share,3-Mar-23
Lilly Shannon,Food was nice and nice and hot. Plenty of cheese just like I asked. My mouth is watering whilst writing this. Yumm|Useful|Share,1-Mar-23
Lisa Von Trappengard,"Oh honey, let me tell you about my recent experience at Pizza Hut as an 80-year-old grandma. I walked in and was pleasantly surprised by the cleanliness of the restaurant. You know, some places just can't seem to get the memo that customers don't want to eat in filth.But enough about that, let's talk about the pizza. I ordered the pepperoni and let me tell you, it was everything I could have hoped for and more. The crust was crispy and had just the right amount of chewiness, the sauce was flavorful without being overpowering, and the toppings were plentiful.But what really stood out to me was the customer service. The staff was attentive and went out of their way to make sure I had a great experience. They even helped me carry my pizza out to the car. Now that's what I call service!Overall, I would highly recommend Pizza Hut to anyone looking for a great meal and outstanding customer service. Don't waste your time at those other pizza joints that can't seem to get it right. Pizza Hut is where it's at, honey!|Useful|Share",1-Mar-23
Ali,After making  2 official complain to Pizza Hut customer services this the 3rd time I order and receiving half dried pizza no topping no cheese with big inflated bubble. all 3 order came from Mill Hill broadway brunch|Useful|Share,28-Feb-23
Frances,I ordered a pizza on Friday night (10th March) when it arrived it had what I think were bits of burnt cheese on the end of it which were absolutely black! The pizza itself was like a cracker rectangular in shape parts of the crust were so hard I couldn't eat it. The whole pizza looked like an after thought! The white plastic thing stuck in the middle of it not even cut with a pizza cutter. I will never order from pizza hut again. They are an absolute disgrace.!!!!|Useful|Share,25-Feb-23
customer,All food was freezing cold and items were missing. Very rude on the phone|Useful|Share,25-Feb-23
Jan Gregořica,"I visited Manchester yesterday with my daughter and after shopping in Primark we wanted to go something to eat. So the nearest and just opposite the road was Pizza Hut, we wanted to use the toilets first and then order our meals. But a very rude man approached us and without any asking or even greeting “Hello, what can I do for you? Would you like to eat in our restaurant etc..”, just said that toilets are closed and for customers! So how did he know we are not customers? We weren’t allowed to use toilets and even put our orders! Obviously this business has enough customers and cannot appreciate customers! It was very rude and not professional, horrible customer service! Very embarrassing for us! I will never use their services!!|Useful3|Share",23-Feb-23
customer,"We ordered a double pepperoni big new yorker and paid for extra cheese got like 12 pepperoni and so little l e cheese the crust bubbled through with not enough cheese to fill cover the tomato sauce.Complete BS and now they won't answer the phone. This was the worst pizza hut pizza I ever ate, from star idaho to 210 ascent court.|Useful2|Share",23-Feb-23
Leslie Garrett,I wish I could give no stars. WORST COMPANY IN the  HISTORY OF PIZZA COMPANIES !!! I will NEVER order from Pizza Hut ever again. Customer service is a JOKE!!! y’all need to figure out a new way cause this is BS!!!|Useful1|Share,20-Feb-23
Sarah,"I was excited to see that Pizza Hut near me had started offering gluten free, vegan pizzas. I am not vegan, but cannot have lactose so often have to opt for vegan cheese. I was unable to add meat alongside vegan cheese, which was inconvenient but I decided I'd be happy with a veggie pizza. The photos on the website showed a round pizza, looking pretty delicious as you'd expect. When I got the pizza it was a very sad attempt at pizza... I'd say it was more a dry cracker and it was a rectangle shape. There was hardly any cheese on so the base had gone like cardboard. For over £18 it was just an absolute joke (especially considering the non GF one was 8.99 for a large). I will stick to making my own pizzas at home with schar bases (which are lovely and far from dry).|Useful1|Share",19-Feb-23
Willie McCoy,Ordered online and never received the product…spoke with ten different people about my order but got a different response from each of the call center people that don’t even work in the store.  By the way they debited my account for the food that I didn’t get.|Useful|Share,19-Feb-23
Phil,Some years ago Pizza Hut came out with the big New Yorker and that was the only Pizza I liked from there. I find their pizza too greasy not enough toppings or sauce just not my style. I did enjoy the big New Yorker so when the announcement came out that it was returning I was happy to try it again. I ordered one tonight the worst pizza I've had in years. Nothing like the original big New Yorker looked nothing like it tasted nothing like it. I do not know what they sprinkled on it but it literally was like biting into a salt packet with cheese and sauce on it. I came home and I've got some stray cats and dogs in my area I literally sat the pizza out for them. I am truly disappointed because that was the one pizza years ago that they did right. I think they let a lot of people down that don't really do Pizza Hut often and we're excited about the return of the big new yorker. Hopefully someone higher up sees this and maybe they can correct the issue.|Useful|Share,19-Feb-23
Julian Webster,"Chesterfield Brampton branch is diabolical! Ignorant, arrogant staff! Walked in and greeted by a ‘yer and’ I only wanted to place an order but walked out due to the discussing service.|Useful|Share",17-Feb-23
